No,Provinsi,Kab_Kota,Kecamatan,Puskesmas,Kelurahan,Bulan,Tahun,Sasaran_Balita,Balita_Bulan_Ini,Balita_Ditimbang,Pct_Balita_Ditimbang,Balita_Ditimbang_Diukur,Pct_Balita_Ditimbang_Diukur,Balita_Diukur_PB_TB,Pct_Balita_Diukur_PB_TB,Balita_Punya_KIA,Pct_Balita_Punya_KIA,Balita_Naik_BB_N,Balita_Tidak_Naik_BB_T,Balita_Tidak_Timbang_Bulan_Lalu_O,Bayi_Baru_Lahir_Bulan_Ini_B,Balita_Ditimbang_Terkoreksi_D,Pct_Balita_Ditimbang_Terkoreksi,Jml_Balita_Stunting,Pct_Balita_Stunting,Jml_Balita_Wasting,Pct_Balita_Wasting,Jml_Balita_Overweight,Pct_Balita_Overweight,Jml_Balita_Underweight,Pct_Balita_Underweight,Jml_Bayi_Dapat_IMD,Pct_Bayi_Dapat_IMD,Jml_Bayi_0_5_Bulan,Jml_Bayi_0_5_Bulan_Recall,Jml_Bayi_0_5_Bulan_ASI_Eksklusif_Recall,Pct_Bayi_0_5_Bulan_ASI_Eksklusif_Recall,Jml_Bayi_6_Bulan,Jml_Bayi_ASI_Eksklusif_6_Bulan,Pct_Bayi_ASI_Eksklusif_6_Bulan,Jml_Anak_6_23_Bulan,Jml_Anak_6_23_Bulan_Wawancara,Pct_Anak_6_23_Bulan_Wawancara,Jml_Anak_6_23_Bulan_Konsumsi_5_8_Kelompok,Pct_Anak_6_23_Bulan_Konsumsi_5_8_Kelompok,Jml_Anak_6_23_Bulan_Konsumsi_Telur_Ikan_Daging,Pct_Anak_6_23_Bulan_Konsumsi_Telur_Ikan_Daging,Jml_Anak_6_23_Bulan_MPASI_Baik,Pct_Anak_6_23_Bulan_MPASI_Baik,Jml_Bayi_6_11_Bulan,Jml_Bayi_6_11_Bulan_Vitamin_A,Pct_Bayi_6_11_Bulan_Vitamin_A,Jml_Anak_12_59_Bulan,Jml_Anak_12_59_Bulan_Vitamin_A,Pct_Anak_12_59_Bulan_Vitamin_A,Jml_Anak_12_59_Bulan_Vitamin_A_2x,Jml_Balita_Underweight_Total,Jml_Balita_Suplemen_Gizi_Mikro,Jml_Balita_Gizi_Kurang_6_59_Bulan,Jml_Balita_Gizi_Kurang_6_59_Bulan_MT_Lokal,Pct_Balita_Gizi_Kurang_MT_Lokal,Jml_Balita_BB_Kurang_6_59_Bulan,Jml_Balita_BB_Kurang_6_59_Bulan_MT_Lokal,Pct_Balita_BB_Kurang_MT_Lokal,Jml_Balita_BB_Tidak_Naik_6_59_Bulan,Jml_Balita_BB_Tidak_Naik_6_59_Bulan_MT_Lokal,Pct_Balita_BB_Tidak_Naik_MT_Lokal,Jml_Gizi_Buruk_Bayi_0_5_Bulan,Jml_Gizi_Buruk_Bayi_0_5_Bulan_Perawatan,Pct_Gizi_Buruk_Bayi_0_5_Bulan_Perawatan,Jml_Gizi_Buruk_Balita_6_59_Bulan,Jml_Gizi_Buruk_Balita_6_59_Bulan_Perawatan,Pct_Gizi_Buruk_Balita_6_59_Bulan_Perawatan,Jml_Balita_Stunting_Total,Jml_Balita_Stunting_Rujuk_PKM_RS,Pct_Balita_Stunting_Rujuk_PKM_RS,Waktu_Input
1,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG LESTARI,BONTANG LESTARI,Desember,2025,440,552,517,93.66,517, 93.66 ,517, 93.66 ,549, 99.46 ,210,300,7,0,510, 41.18 ,114, 22.05 ,40, 7.74 ,8, 1.55 ,105, 20.31 ,0,0,0,0,0,0,9,5, 55.56 ,147,145, 98.64 ,93, 64.14 ,139, 95.86 ,91, 62.76 ,0,0,0,0,0,0,0,198,73,155,62,40,72,0,0,204,0,0,0,0,0,2,2,100,240,65,27.08,23/01/2026 20:05
2,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,SATIMPO,Desember,2025,781,317,167,52.68,167, 52.68 ,167, 52.68 ,316, 99.68 ,88,74,5,0,162, 54.32 ,31, 18.56 ,5, 2.99 ,4, 2.40 ,17, 10.18 ,0,0,0,0,0,0,2,1, 50.00 ,97,75, 77.32 ,75, 100.00 ,75, 100.00 ,75, 100.00 ,0,0,0,0,0,0,0,59,41,18,12,66.67,13,0,0,51,0,0,0,0,0,0,0,0,98,3,3.06,5/1/2026 9:25
3,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,Tanjung Laut,Desember,2025,1537,768,711,92.58,711, 92.58 ,711, 92.58 ,768, 100.00 ,368,335,8,0,703, 52.35 ,161, 22.64 ,46, 6.47 ,21, 2.95 ,119, 16.74 ,0,0,0,0,0,0,8,4, 50.00 ,187,172, 91.98 ,170, 98.84 ,172, 100.00 ,170, 98.84 ,0,0,0,0,0,0,0,172,112,66,56,84.85,83,0,0,218,0,0,0,0,0,4,4,100,268,7,2.61,5/1/2026 9:35
4,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,TANJUNG LAUT INDAH,Desember,2025,1324,757,354,46.76,354, 46.76 ,354, 46.76 ,757, 100.00 ,159,181,14,0,340, 46.76 ,103, 29.10 ,32, 9.40 ,6, 1.69 ,84, 23.73 ,0,0,0,0,0,0,11,6, 54.55 ,217,157, 72.35 ,155, 98.73 ,157, 100.00 ,155, 98.73 ,0,0,0,0,0,0,0,206,116,65,55,84.62,55,0,0,113,0,0,1,1,100,1,1,100,246,15,6.1,23/01/2026 7:50
5,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS PANTAI,Desember,2025,949,501,316,63.07,316, 63.07 ,316, 63.07 ,501, 100.00 ,174,139,2,1,313, 55.59 ,79, 25.00 ,21, 6.65 ,7, 2.22 ,53, 16.77 ,1,100,0,0,0,0,5,3, 60.00 ,115,74, 64.35 ,68, 91.89 ,70, 94.59 ,68, 91.89 ,0,0,0,0,0,0,0,203,161,116,20,17.24,33,0,0,87,0,0,0,0,0,2,2,100,248,18,7.26,12/1/2026 9:48
6,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS TENGAH,Desember,2025,1532,673,400,59.44,400, 59.44 ,400, 59.44 ,673, 100.00 ,183,206,6,5,389, 47.04 ,110, 27.05 ,23, 5.75 ,13, 3.25 ,73, 18.25 ,4,80,0,0,0,0,12,9, 75.00 ,185,117, 63.24 ,102, 87.18 ,110, 94.02 ,102, 87.18 ,0,0,0,0,0,0,0,217,141,124,19,15.32,52,0,0,138,0,0,1,1,100,5,5,100,359,34,9.47,12/1/2026 10:02
7,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG KUALA,Desember,2025,457,377,346,91.78,346, 91.78 ,346, 91.78 ,377, 100.00 ,205,136,3,2,341, 60.12 ,40, 11.56 ,18, 5.20 ,6, 1.73 ,46, 13.29 ,2,100,0,0,0,0,1,0, -   ,111,111, 100.00 ,111, 100.00 ,111, 100.00 ,111, 100.00 ,0,0,0,0,0,0,0,28,24,34,8,23.53,32,0,0,98,0,0,0,0,0,0,0,0,60,27,45,20/01/2026 8:30
8,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG BARU,Desember,2025,1130,587,558,95.06,558, 95.06 ,558, 95.06 ,587, 100.00 ,295,258,4,1,553, 53.35 ,90, 16.13 ,35, 6.27 ,35, 6.27 ,67, 12.10 ,1,100,0,0,0,0,8,1, 12.50 ,159,157, 98.74 ,157, 100.00 ,157, 100.00 ,157, 100.00 ,0,0,0,0,0,0,0,19,14,45,10,22.22,40,0,0,181,0,0,0,0,0,0,0,0,108,3,2.78,20/01/2026 8:31
9,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,API-API,Desember,2025,1599,790,650,82.28,650, 82.28 ,650, 82.28 ,790, 100.00 ,289,355,6,0,644, 44.88 ,113, 17.38 ,28, 4.31 ,18, 2.77 ,76, 11.69 ,0,0,0,0,0,0,9,2, 22.22 ,219,218, 99.54 ,218, 100.00 ,218, 100.00 ,218, 100.00 ,0,0,0,0,0,0,0,30,28,45,9,20,50,0,0,271,0,0,0,0,0,0,0,0,122,59,48.36,20/01/2026 8:31
10,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,GUNUNG ELAI,Desember,2025,1535,856,698,81.54,698, 81.54 ,698, 81.54 ,855, 99.88 ,296,393,7,2,689, 42.96 ,98, 14.04 ,33, 4.73 ,31, 4.44 ,67, 9.60 ,2,100,0,0,0,0,13,4, 30.77 ,243,241, 99.18 ,241, 100.00 ,241, 100.00 ,241, 100.00 ,0,0,0,0,0,0,0,32,30,52,8,15.38,40,0,0,294,0,0,0,0,0,0,0,0,109,50,45.87,20/01/2026 8:32
11,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,LOK TUAN,Desember,2025,1996,1187,914,77.00,914, 77.00 ,914, 77.00 ,1187, 100.00 ,490,414,10,0,904, 54.20 ,203, 22.21 ,82, 8.97 ,25, 2.74 ,163, 17.83 ,0,0,0,0,0,0,23,15, 65.22 ,364,352, 96.70 ,134, 38.07 ,338, 96.02 ,134, 38.07 ,0,0,0,0,0,0,0,285,83,171,41,23.98,101,0,0,282,0,0,0,0,0,3,3,100,510,12,2.35,19/01/2026 11:01
12,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,GUNTUNG,Desember,2025,466,504,341,67.66,341, 67.66 ,341, 67.66 ,470, 93.25 ,164,175,2,0,339, 48.38 ,94, 27.57 ,27, 7.92 ,14, 4.11 ,66, 19.35 ,0,0,0,0,0,0,4,3, 75.00 ,139,98, 70.50 ,41, 41.84 ,96, 97.96 ,41, 41.84 ,0,0,0,0,0,0,0,87,41,65,13,20,44,0,0,122,0,0,0,0,0,3,3,100,182,9,4.95,19/01/2026 11:04
13,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,KANAAN,Desember,2025,389,266,210,78.95,210, 78.95 ,210, 78.95 ,266, 100.00 ,87,120,3,0,207, 42.03 ,25, 11.90 ,6, 2.86 ,5, 2.38 ,12, 5.71 ,0,0,0,0,0,0,6,0, -   ,79,65, 82.28 ,27, 41.54 ,28, 43.08 ,27, 41.54 ,0,0,0,0,0,0,0,31,32,23,2,8.7,6,0,0,94,0,0,1,1,100,2,2,100,68,8,11.76,19/01/2026 13:28
14,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,GUNUNG TELIHAN,Desember,2025,1212,741,559,75.44,559, 75.44 ,559, 75.44 ,740, 99.87 ,266,286,7,0,552, 48.19 ,79, 14.13 ,19, 3.40 ,15, 2.68 ,54, 9.66 ,0,0,0,0,0,0,8,2, 25.00 ,206,153, 74.27 ,53, 34.64 ,53, 34.64 ,53, 34.64 ,0,0,0,0,0,0,0,160,82,124,13,10.48,37,0,0,209,0,0,0,0,0,3,3,100,216,7,3.24,19/01/2026 12:52
15,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,BELIMBING,Desember,2025,1237,778,640,82.26,640, 82.26 ,640, 82.26 ,776, 99.74 ,332,301,6,1,633, 52.45 ,99, 15.47 ,26, 4.06 ,30, 4.69 ,57, 8.91 ,1,100,0,0,0,0,11,7, 63.64 ,175,145, 82.86 ,53, 36.55 ,53, 36.55 ,53, 36.55 ,0,0,0,0,0,0,0,146,61,91,12,13.19,36,0,0,207,0,0,0,0,0,1,1,100,237,6,2.53,19/01/2026 13:34
16,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG LESTARI,BONTANG LESTARI,November,2025,440,546,546,100.00,546, 100.00 ,546, 100.00 ,543, 99.45 ,245,252,49,0,497, 49.30 ,124, 22.71 ,47, 8.61 ,8, 1.47 ,107, 19.60 ,0,0,0,0,0,0,9,3, 33.33 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,190,73,148,62,41.89,66,0,0,171,0,0,0,0,0,2,2,100,237,65,27.43,23/01/2026 20:05
17,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,SATIMPO,November,2025,781,312,312,100.00,312, 100.00 ,312, 100.00 ,311, 99.68 ,34,52,226,0,86, 39.53 ,51, 16.35 ,13, 4.17 ,12, 3.85 ,32, 10.26 ,0,0,0,0,0,0,5,5, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,58,41,18,12,66.67,23,0,0,42,0,0,0,0,0,0,0,0,98,3,3.06,19/12/2025 15:03
18,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,Tanjung Laut,November,2025,1537,771,771,100.00,771, 100.00 ,771, 100.00 ,771, 100.00 ,157,192,422,3,349, 44.99 ,147, 19.07 ,59, 7.65 ,23, 2.98 ,121, 15.69 ,3,100,0,0,0,0,16,6, 37.50 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,169,112,65,56,86.15,73,0,0,134,0,0,0,0,0,4,4,100,264,7,2.65,19/12/2025 15:05
19,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,TANJUNG LAUT INDAH,November,2025,1324,758,758,100.00,758, 100.00 ,758, 100.00 ,758, 100.00 ,169,178,411,0,347, 48.70 ,146, 19.26 ,52, 6.86 ,21, 2.77 ,150, 19.79 ,0,0,0,0,0,0,5,3, 60.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,204,116,64,55,85.94,103,0,0,114,0,0,1,1,100,1,1,100,243,14,5.76,19/12/2025 15:07
20,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS PANTAI,November,2025,949,501,501,100.00,501, 100.00 ,501, 100.00 ,501, 100.00 ,32,29,440,0,61, 52.46 ,80, 15.97 ,35, 6.99 ,10, 2.00 ,97, 19.36 ,0,0,0,0,0,0,3,3, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,198,161,112,20,17.86,67,0,0,15,0,0,0,0,0,1,1,100,237,16,6.75,20/12/2025 3:24
21,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS TENGAH,November,2025,1532,661,661,100.00,661, 100.00 ,661, 100.00 ,661, 100.00 ,46,54,561,0,100, 46.00 ,117, 17.70 ,51, 7.72 ,19, 2.87 ,110, 16.64 ,0,0,0,0,0,0,8,8, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,207,141,120,19,15.83,68,0,0,28,0,0,1,1,100,5,5,100,339,31,9.14,22/12/2025 22:37
22,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG KUALA,November,2025,457,388,388,100.00,388, 100.00 ,388, 100.00 ,388, 100.00 ,189,162,36,1,351, 53.85 ,45, 11.06 ,32, 8.25 ,5, 1.29 ,55, 14.18 ,1,100,0,0,0,0,8,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,28,24,32,8,25,30,0,0,115,0,0,0,0,0,0,0,0,60,26,43.33,20/01/2026 8:28
23,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG BARU,November,2025,1130,589,589,100.00,589, 100.00 ,589, 100.00 ,589, 100.00 ,262,252,75,0,514, 50.97 ,74, 12.56 ,45, 7.64 ,28, 4.75 ,79, 13.41 ,0,0,0,0,0,0,11,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,18,14,45,10,22.22,42,0,0,172,0,0,0,0,0,0,0,0,108,2,1.85,20/01/2026 8:28
24,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,API-API,November,2025,1599,797,797,100.00,797, 100.00 ,797, 100.00 ,797, 100.00 ,324,293,180,0,617, 52.51 ,112, 14.05 ,45, 5.65 ,24, 3.01 ,102, 12.80 ,0,0,0,0,0,0,11,3, 27.27 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,30,28,45,9,20,60,0,0,203,0,0,0,0,0,0,0,0,122,59,48.36,20/01/2026 8:29
25,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,GUNUNG ELAI,November,2025,1535,870,870,100.00,870, 100.00 ,870, 100.00 ,869, 99.89 ,293,357,220,0,650, 45.08 ,107, 12.30 ,52, 5.98 ,33, 3.79 ,90, 10.34 ,0,0,0,0,0,0,15,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,31,30,52,8,15.38,51,0,0,262,0,0,0,0,0,0,0,0,109,50,45.87,20/01/2026 8:29
26,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,LOK TUAN,November,2025,1996,1207,1207,100.00,1207, 100.00 ,1207, 100.00 ,1207, 100.00 ,131,103,973,0,234, 55.98 ,190, 15.74 ,121, 10.02 ,36, 2.98 ,225, 18.64 ,0,0,0,0,0,0,21,21, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,281,83,169,41,24.26,128,0,0,57,0,0,0,0,0,3,3,100,509,11,2.16,19/01/2026 11:00
27,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,GUNTUNG,November,2025,466,514,514,100.00,514, 100.00 ,514, 100.00 ,480, 93.39 ,65,94,355,0,159, 40.88 ,117, 22.76 ,36, 7.00 ,15, 2.92 ,90, 17.51 ,0,0,0,0,0,0,6,5, 83.33 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,83,41,65,13,20,61,0,0,61,0,0,0,0,0,3,3,100,182,9,4.95,19/01/2026 11:04
28,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,KANAAN,November,2025,389,262,262,100.00,262, 100.00 ,262, 100.00 ,262, 100.00 ,74,84,104,0,158, 46.84 ,21, 8.02 ,5, 1.91 ,7, 2.67 ,14, 5.34 ,0,0,0,0,0,0,1,1, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,30,32,21,2,9.52,9,0,0,65,0,0,1,1,100,2,2,100,60,8,13.33,19/01/2026 13:27
29,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,GUNUNG TELIHAN,November,2025,1212,749,749,100.00,749, 100.00 ,749, 100.00 ,747, 99.73 ,194,207,348,0,401, 48.38 ,99, 13.22 ,38, 5.07 ,30, 4.01 ,81, 10.81 ,0,0,0,0,0,0,8,2, 25.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,154,82,123,13,10.57,53,0,0,154,0,0,0,0,0,3,3,100,209,7,3.35,19/01/2026 12:51
30,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,BELIMBING,November,2025,1237,782,782,100.00,782, 100.00 ,782, 100.00 ,780, 99.74 ,222,249,311,0,471, 47.13 ,93, 11.89 ,28, 3.58 ,38, 4.86 ,77, 9.85 ,0,0,0,0,0,0,15,10, 66.67 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,140,61,83,13,15.66,55,0,0,181,0,0,0,0,0,1,1,100,219,6,2.74,19/01/2026 13:32
31,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG LESTARI,BONTANG LESTARI,Oktober,2025,440,552,511,92.57,511, 92.57 ,511, 92.57 ,549, 99.46 ,234,263,13,1,497, 47.08 ,115, 22.50 ,43, 8.41 ,9, 1.76 ,103, 20.16 ,1,100,0,0,0,0,5,3, 60.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,186,73,140,62,44.29,65,0,0,177,0,0,0,0,0,2,2,100,233,65,27.9,23/01/2026 20:04
32,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,SATIMPO,Oktober,2025,781,331,134,40.48,134, 40.48 ,134, 40.48 ,330, 99.70 ,38,42,54,0,80, 47.50 ,30, 22.39 ,6, 4.48 ,5, 3.73 ,12, 8.96 ,0,0,0,0,0,0,5,2, 40.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,53,41,16,12,75,9,0,0,34,0,0,0,0,0,0,0,0,92,3,3.26,19/12/2025 14:46
33,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,Tanjung Laut,Oktober,2025,1537,788,403,51.14,403, 51.14 ,403, 51.14 ,788, 100.00 ,140,182,73,8,322, 43.48 ,107, 26.55 ,31, 7.69 ,14, 3.47 ,67, 16.63 ,7,87.5,0,0,0,0,12,8, 66.67 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,161,112,61,56,91.8,37,0,0,130,0,0,0,0,0,0,0,0,252,6,2.38,19/12/2025 14:49
34,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,TANJUNG LAUT INDAH,Oktober,2025,1324,771,397,51.49,397, 51.49 ,397, 51.49 ,771, 100.00 ,119,138,137,3,257, 46.30 ,117, 29.47 ,42, 10.58 ,7, 1.76 ,99, 24.94 ,3,100,0,0,0,0,10,5, 50.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,197,116,59,55,93.22,58,0,0,83,0,0,0,0,0,1,1,100,236,12,5.08,19/12/2025 14:51
35,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS PANTAI,Oktober,2025,949,508,310,61.02,310, 61.02 ,310, 61.02 ,508, 100.00 ,136,110,62,6,246, 55.28 ,83, 26.77 ,21, 6.77 ,5, 1.61 ,47, 15.16 ,6,100,0,0,0,0,5,5, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,181,161,101,20,19.8,28,0,0,83,0,0,0,0,0,1,1,100,232,13,5.6,20/12/2025 3:20
36,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS TENGAH,Oktober,2025,1532,672,427,63.54,427, 63.54 ,427, 63.54 ,672, 100.00 ,160,145,120,7,305, 52.46 ,102, 23.89 ,21, 4.92 ,20, 4.68 ,66, 15.46 ,7,100,0,0,0,0,10,6, 60.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,187,141,101,19,18.81,50,0,0,96,0,0,1,1,100,3,3,100,330,28,8.48,20/12/2025 3:23
37,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG KUALA,Oktober,2025,457,396,357,90.15,357, 90.15 ,357, 90.15 ,396, 100.00 ,185,153,17,2,338, 54.73 ,53, 14.85 ,29, 8.12 ,7, 1.96 ,45, 12.61 ,2,100,0,0,0,0,7,4, 57.14 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,27,24,30,8,26.67,21,0,0,106,0,0,0,0,0,0,0,0,60,24,40,20/01/2026 8:26
38,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG BARU,Oktober,2025,1130,599,523,87.31,523, 87.31 ,523, 87.31 ,599, 100.00 ,251,243,20,9,494, 50.81 ,92, 17.59 ,28, 5.35 ,24, 4.59 ,59, 11.28 ,9,100,0,0,0,0,14,5, 35.71 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,17,14,41,10,24.39,34,0,0,163,0,0,0,0,0,0,0,0,108,2,1.85,20/01/2026 8:27
39,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,API-API,Oktober,2025,1599,805,627,77.89,627, 77.89 ,627, 77.89 ,805, 100.00 ,260,280,82,5,540, 48.15 ,121, 19.30 ,28, 4.47 ,20, 3.19 ,75, 11.96 ,5,100,0,0,0,0,9,3, 33.33 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,30,28,40,9,22.5,52,0,0,197,0,0,0,0,0,0,0,0,120,56,46.67,20/01/2026 8:27
40,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,GUNUNG ELAI,Oktober,2025,1535,877,655,74.69,655, 74.69 ,655, 74.69 ,876, 99.89 ,292,310,49,3,602, 48.50 ,81, 12.37 ,32, 4.89 ,27, 4.12 ,58, 8.85 ,3,100,0,0,0,0,13,5, 38.46 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,31,30,48,8,16.67,32,0,0,224,0,0,0,0,0,0,0,0,104,50,48.08,20/01/2026 8:27
41,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,LOK TUAN,Oktober,2025,1996,1229,974,79.25,974, 79.25 ,974, 79.25 ,1229, 100.00 ,407,480,85,2,887, 45.89 ,227, 23.31 ,83, 8.52 ,28, 2.87 ,163, 16.74 ,2,100,0,0,0,0,22,22, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,281,83,169,41,24.26,92,0,0,338,0,0,0,0,0,3,3,100,509,10,1.96,19/01/2026 11:00
42,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,GUNTUNG,Oktober,2025,466,566,371,65.55,371, 65.55 ,371, 65.55 ,517, 91.34 ,161,192,16,2,353, 45.61 ,96, 25.88 ,29, 7.82 ,17, 4.58 ,60, 16.17 ,2,100,0,0,0,0,7,7, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,80,41,62,13,20.97,38,0,0,144,0,0,0,0,0,3,3,100,179,8,4.47,19/01/2026 11:03
43,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,KANAAN,Oktober,2025,389,251,158,62.95,158, 62.95 ,158, 62.95 ,251, 100.00 ,57,59,41,1,116, 49.14 ,14, 8.86 ,5, 3.16 ,6, 3.80 ,7, 4.43 ,1,100,0,0,0,0,2,1, 50.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,28,32,20,2,10,2,0,0,53,0,0,1,1,100,2,2,100,55,8,14.55,19/01/2026 13:26
44,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,GUNUNG TELIHAN,Oktober,2025,1212,777,393,50.58,393, 50.58 ,393, 50.58 ,775, 99.74 ,140,157,96,0,297, 47.14 ,60, 15.27 ,15, 3.82 ,11, 2.80 ,42, 10.69 ,0,0,0,0,0,0,10,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,147,82,111,13,11.71,29,0,0,126,0,0,0,0,0,3,3,100,198,7,3.54,19/01/2026 12:50
